name,start_time,end_time,published,location_name,location_zip,location_address1,location_address2,location_country
distribution de tract école,1543590900.0,1543592700.0,True,Ecole Charles PEGUY entrée coté Piscine,59700,262 Av. du Maréchal de Lattre de Tassigny,,FR
Porte à porte inscription sur les listes électorales,1543510800.0,1543516200.0,True,Eglise du Marais,59160,"17, rue de l'Eglise",59160,FR
"Atelier/ Débat avec Bernard FRIOT : Et si on reparlait du plein emploi … ?  Et si on inventait le salaire à vie ? Le plein emploi solidaire et responsable, c’est possible ? Utopie ou réalité ?",1544345400.0,1544356800.0,True,Théatre du petit Merlan,13014,39 avenue du Merlan,,FR
Lancement du comité d'appui de Corse pour la campagne des européennes,1543411800.0,1543420800.0,True,Restaurant « A Scudella »,20250,4 Place Paoli,,FR
Apéro insoumis d’accueil,1543431600.0,1543438800.0,True,Chez Sophie et Yann,77210,"10, Allée Des Perce-Neige",,FR
Manif unitaire contre le chômage et la précarité - 1er décembre,1543672800.0,1543672800.0,True,Place de la Victoire,33000,Place de la Victoire,,FR
Préparation débat(s) européennes - accueil des migrants/avec des représentants des partis alliés,1543341600.0,1543348800.0,True,Le Lafon,75003,rue Réaumur,,FR
collecte de vêtements et chaussures homme pour les migrants jeunes mineurs de Acotel et Bois des Espeisses,1543186800.0,1546210800.0,True,LAMI,30000,38 rue Porte de France,,FR
en direct avec la Convention de la France Insoumise à Bordeaux avec nos insoumis de nimes tités au sort,1544266800.0,1544360400.0,False,LAMI,30000,38 rue Porte de France,,FR
Réunion GA Allevard,1543426200.0,1543431600.0,True,Domicile,38580,47 avenue Louis gérin,,FR
situation politique et élections européennes,1544122800.0,1544131800.0,True,permanence Clémentine Autain,93420,14 Place de la gare du vert galant villepinte,,FR
Assemblée des insoumis de la métropole de Rouen,1544637600.0,1544648400.0,True,Salle Ostermeyer - mairie annexe Pasteur,76000,11 avenue Pasteur,,FR
Réunion du GA Rouen-Est,1544029200.0,1544036400.0,False,Café de l'époque,76000,43 rue Armand-Carrel,,FR
Réunion du GA de la Roseraie,1543431600.0,1543442400.0,True,Chez Françoise et Daniel,49000,21 rue Roger Salengro,,FR
gilets jaunes,1543215600.0,1543248000.0,True,blocage en soutien des gilets jaunes,83340,rond point autoroute A8,,FR
Accueil des nouveaux insoumis.,1543948200.0,1543957200.0,True,Mairie de Saint Vincent des Landes,44590,17 rue de la mairie,,FR
Diffusion  tracts Vincennes,1543737600.0,1543748400.0,False,Gare de Vincennes rer A,94300,Place Pierre Semard,Parvis gare rer A,FR
point d'inscription sur les listes électorales,1545316200.0,1545320700.0,True,Ecole élémentaire,34080,400 rue Pierre Cardenal,,FR
point d'inscription sur les listes électorales,1543654800.0,1543663800.0,True,Centre commercial Saint Paul,34070,La Mosson,,FR
Réunion du GA,1543512600.0,1543519800.0,True,Café le Ranch,34090,Route de Mende,,FR
Penser la ville de demain,1543950000.0,1543957200.0,True,Salle Ferdinand Buisson Les Sorinières,44840,20 rue du Général de Gaulle,,FR
Reunion du comité d'appui Nord Basse terre/Sud Grande terre,1544893200.0,1544907600.0,True,Maison kiavue,97122,Impasse Turlepin,,FR
Tractage au Musée de Sèvres,1543559400.0,1543564800.0,True,Tram Musée de Sèvres,92310,Tram Musée de Sèvres,,FR
Réunion chez Jean et Henri,1544119200.0,1544122800.0,True,Chez Jean et Henri,92190,39 rue des Bigots,,FR
Réunion inter-GA 10ème circonscription,1544864400.0,1544886000.0,True,Salle Ferdinand Buisson (espace Camille Claudel),44840,20 rue du Général de Gaulle,,FR
Distribution du Tract de Soutien aux Gillets Jaunes Rdv devant le Pescalune,1543138200.0,1543145400.0,True,Marché,34400,gabriel peri,,FR
Réunion groupe Jeunes et Angers pour municipales,1543341600.0,1543348800.0,True,Café Oh Puces,49100,60 Rue Jules Guitton,,FR
Tractage sur le marché pour notre réunion de l'après-midi,1543654800.0,1543658400.0,True,Parvie St-Christophe,59200,1 place de la République,,FR
Porte à porte et boîtage autour du lieu de lancement du comité d'appui,1543334400.0,1543341600.0,True,Quartier du Brun Pain,59200,25 rue du Brun Pain,,FR
Tractage à la sortie de l'IUT,1543402800.0,1543408200.0,True,IUT de la rue Ste-Barbe à Tourcoing,59200,35 rue Sainte-Barbe,,FR
Réunion Mensuelle du Comité de Troyes et Agglo,1544635800.0,1544644800.0,True,Salle2 de La Chapelle du Parc,10300,33 rue du Dr Calmet,parking rue Jacques Brel,FR
"Lancement de la campagne locale des élections européennes en présence des candidat-e-s Paméla HOCINI, Philippe JURAVER et Laure MANESSE",1543512600.0,1543519800.0,True,Salle Rossini,51100,4 Rue Gioacchino Rossini,,FR
Réunion du GA de St Julien,1543944600.0,1543951800.0,True,Comme d'habitude,10800,à domicile,,FR
Réunion GA Château Rouge,1543428000.0,1543431600.0,True,L'Instant,75018,17 rue Custine,,FR
Rencontres entre insoumis.e.s,1544286600.0,1544293800.0,True,Au bistrot gourmand,45240,Rue du général Leclerc,,FR
Réunion du comité d'appui de Bourges et son agglomération,1543254300.0,1543258800.0,True,Local des insoumis,18000,Boulevard de la République,,FR
"Soirée de lancement du Comité d'appui de Romorantin, Sologne et Vallée du Cher",1544815800.0,1544823000.0,True,Le café-restaurant Le Saint-Jean,41200,2 rue Saint-Fiacre,,FR
Collage au départ de la rue Brancion,1543260600.0,1543267800.0,True,Départ rue Brancion,75015,77 rue Brancion,,FR
Diffusion tracts,1543510800.0,1543514400.0,True,Métro Olympiades,75013,84 rue nationale,,FR
Bourg-En-Bresse : Lancement du comité d'appui à la Liste Européenne,1543347000.0,1543352400.0,True,Salle de l'AGLCA,01006,2 bd Irène Joliot Curie,,FR
Participation au rassemblement des gilets jaunes,1543050000.0,1543060800.0,True,Parking de la Poste,22300,Quai d'Aiguillon,,FR
Depart collectif gilets jaunes insoumis,1543060800.0,1543082400.0,True,Gare de Saint ouen l Aumone l eglise,95130,Rue de l eglise,,FR
Réunion du GA,1543064400.0,1543071600.0,True,Le P'tit Quinquin,59200,19 place de la République,,FR
"Distribution Tract "" OUI A LA PLANIFICATION ÉCOLOGIQUE 3",1543046400.0,1543050000.0,True,Marché du centre ville,93000,avenue Jean Jaurès,,FR
Conférence de presse avec T. Guénolé et S. Buchet,1543510800.0,1543518000.0,True,Palais des Arts et des congrès,56000,Place de Bretagne,,FR
"Boitage tract "" JE ROULE PAS LE CHOIX """,1543014000.0,1543017600.0,True,résidence Estiennes d'Orves,93000,94 chemin de la madeleine,,FR
"Appel à Rejoindre l'Action du 24 novembre ,  ""Ceux qui vivent sont ceux qui luttent!"" V. Hugo",1543063500.0,1543080600.0,True,Rond Point du VITTIER,13200,rond point du vittier,,FR
Soutien des Larichois au Collectif Citoyen pour le Tram dans l'Est Tourangeau,1543046400.0,1543075200.0,True,Centre commercial,37520,16 rue du 11 novembre 1918,,FR
3e rassemblement des coquelicots,1544202000.0,1544209200.0,True,kiosque place général de gaulle,04000,place généralde gaulle,,FR
demander à delphine bagarry de quitter la majorité,1543068000.0,1543075200.0,True,mairie salle du conseil,04500,place de la mairie,,FR
Préparation action,1543255200.0,1543269600.0,True,Café le Troubadour (salle sous-sol),57000,32 rue du Pont des Morts,,FR
Réunion du comité d'appui du 11ème,1545242400.0,1545253200.0,True,le Maltais Rouge,75011,"40, rue de Malte",75011,FR
soutien aux gilets jaunes,1543042800.0,1543057200.0,True,local,18000,12 BD de la république,,FR
Distribution de paniers bio insoumis aux adhérents,1543424400.0,1543429800.0,True,Local de la France insoumise,76000,205 rue st julien,76000,FR
Réunion du groupe d'appui Rouen europénnes,1545069600.0,1545075000.0,True,Brasserie Paul,76000,place de la cathédrale,76000,FR
COLLAGE DE LA SEMAINE,1543132800.0,1543582800.0,True,PANNEAUX D'EXPRESSION BÈGLES,33130,Barrière de Bègles,,FR
TRACTAGE JOURNAL DU DÉPUTÉ,1543050000.0,1543057200.0,True,Marché du XIV juillet,33130,1 Place du XIV juillet,,FR
"Soirée d'accueil des nouveaux insoumis / Réunion des Groupes BNF, Triangle de Choisy et Massenna-Jeanne d'Arc",1545328800.0,1545336000.0,True,Le Pacha,75013,46 avenue de Tolbiac,,FR
"Diffusion du tract ""Je roule pas le choix"" au Marché Saouzelong",1543741200.0,1543750200.0,True,Marché Saouzelong,31400,70 Avenue Albert Bédouce,,FR
Déboulé citoyen Manihen et Salengro,1543063500.0,1543070700.0,True,MANIHEN ET SALENGRO,62230,MANIHEN ET SALENGRO,62230,FR
Rassemblement contre les violences faites aux femmes,1543150800.0,1543158000.0,True,Place de Delille,63000,place de Delille,,FR
Réunion plénière du Groupe d'Action Paris 15ème Sud,1543050000.0,1543057200.0,True,"(chez un·e membre du GA, nous contacter pour le lieu exact)",75015,Place Falguière,,FR
"Diffusion des tracts du meeting ""Maintenant la Solidarité !"" avec Clémentine Autain",1543138200.0,1543147200.0,True,Marché aux Puces des Salins,63000,Place Gambetta,,FR
Soirée de lancement du Comité d'appui de Langonnet,1543600800.0,1543608000.0,True,Salle de la médiathèque de Langonnet,56630,1 place Morvan,56630,FR
réunion des groupes de la circo 5906,1543341600.0,1543352400.0,True,chez Josette,59710,Pont à Marcq,,FR
"Diffusion des tracts du meeting ""Maintenant la Solidarité !"" avec Clémentine Autain",1543052700.0,1543059000.0,True,Marché du samedi de Saint-Pierre,63000,25 Place Saint-Pierre,,FR
Soirée débat autour des cinq thèmes de campagne pour les Européennes 2019 avec les candidat•e•s Jim Delémont et Elisabeth Chavanne,1543604400.0,1543613400.0,True,"Maison des associations, salles 100a et 100b",35000,"6, cours des alliés",,FR
Départ collectif manif Gilets Jaunes,1543064400.0,1543065300.0,True,place d'italie metro sortie Vincent Auriol,75013,205  boulevard vincent Auriol,,FR
Action de gilets jaunes,1543050000.0,1543057200.0,True,Rond-point Tanneurs/Victoire,37000,Rue des Tanneurs,,FR
Réunion Publique : L'UE et la lutte contre le réchauffement climatique: quels enjeux ? quels combats? avec les candidates aux élections européennes Pascale Le Néouannic et Laurence Lyonnais,1543687200.0,1543694400.0,False,La Carmagnole,34000,10 rue Haguenot,,FR
Journée internationale de lutte contre les violences faites aux femmes,1543066200.0,1543073400.0,True,Place Jean Jaurès,37000,Place Jean Jaurès,,FR
Manifestation'des gilets jaunes,1543046400.0,1543096800.0,True,Tous les points de rassemblement des gilets jaunes,84100,Orange -Piolenc autoroutes,,FR
REPORTÉ - Service après-vote des élus régionaux de la France Insoumise,1544119200.0,1544130000.0,True,Salle du capitole,30100,Place de la Mairie d'Alès,,FR
Tractage sur le marché du centre,1543051800.0,1543059000.0,True,Parvis St-Chriistophe,59200,1 place de la République,,FR
Réunion de lancement campagne élections européennes,1544553000.0,1544563800.0,True,Hôtel de ville de Versailles,78000,"4, avenue de Paris",Salle GUYNEMER (au niveau -1),FR
Reunion GA,1543048200.0,1543057200.0,True,les Floralies,31320,14 rue Marie-Therese Eyquem,,FR
Diffusion et déambulation sur le marché Ornano,1543138200.0,1543147200.0,True,RV devant le Café Le Simplon,75018,2 rue Joseph Dijon,75018,FR
Réunion du GA La Commune,1543428000.0,1543435200.0,True,Réuion du GA La Commune,75018,2 rue Joseph Dijon,75018,FR
Soutien à la journée du 24 novembre #NousToutes,1543064400.0,1543075200.0,True,Hôtel de Ville de Calais,62100,BoulevardJacquard,,FR
Petit tractage du dimanche,1543140000.0,1543143600.0,True,Marché Jeanne d’Arc,75013,18-20 place Jeanne d’Arc,,FR
Marche contre les violences sexistes et sexuelles #NousToutes,1543062600.0,1543078800.0,True,Devant Cartier,75009,12 boulevard des Capuccines,,FR
Réunion du groupe à la mairie des Lilas (sonner à la porte côté parking),1543861800.0,1543869000.0,True,Mairie des Lilas,93260,"96, rue de Paris",,FR
Porte-à-porte aux Lilas,1543154400.0,1543167000.0,True,"Café ""Le Royal""",93260,40 boulevard du général Leclerc,,FR
"Conférence de Presse des candidat•e•s aux élections européennes à Bordeaux avec Philippe De Laporte, Marie-Duret-Pujol, Eric Lytwyn, Pierre-Edouard Pialat et Magali Waechter",1543656600.0,1543662000.0,True,Café Auguste,33000,3 Place de la Victoire,,FR
"""Maintenant le peuple"" dans le Genevois",1542996000.0,1543003200.0,True,Café La Savane,74240,146 rue de Genève,"Terminus du Tram 12, direction Moillesulaz",FR
conférence de presse: Présentation du comité d'appui aux européennes,1543510800.0,1543518000.0,False,Palais des arts de Vannes,56000,boulevard de la Paix,,FR
Point fixe (et porte à porte) pour l'inscription sur les listes électrorales,1543064400.0,1543075200.0,False,Intersection Avenue de la Porte de Montmartre et Boulevard Ney,75018,1 avenue de la Porte de Montmartre,,FR
réunion du groupe Pelleport-Belgrand,1543257000.0,1543266000.0,True,Le Havane,75020,42 bis rue Belgrand,,FR
Captage d’eau de Fleury: un enjeu clé pour notre eau potable,1543223700.0,1543233600.0,True,Devant la mairie de Poitiers,86000,Place d'Armes,,FR
Distribution de tracts pour les élections législatives D'Evry avec Farida Amrani,1542951000.0,1542960000.0,True,Gare D'Evry Val-de-Seine,91000,Rue du chemin de fer,Rue du chemin de fer,FR
Tractage et réunion insoumise avec la presse,1543050900.0,1543060800.0,True,Café l'Européen,59400,12 Rue du Maréchal de Lattre de Tassigny,,FR
"""Service après vote"" des élus Insoumis de la région Occitanie",1544637600.0,1544644800.0,True,"Perpignan, salle des Libertés",66000,3 rue Edmond Bartissol,,FR
Boitage tracts JE ROULE PAS LE CHOIX,1542988800.0,1542992400.0,True,résidence des primevères,93000,rue Maurice Lefebvre,,FR
Boîtage de tracts dans sur le secteur cité H. Barbusse,1542972600.0,1542976200.0,True,Cité Henry Barbusse,93000,cité Henry Barbusse,,FR
Réunion membres,1543865400.0,1543870800.0,True,Café,37100,Comme d'habitude,,FR
soutien aux gilets jaunes,1543064400.0,1543086000.0,True,Pont de l'étoile,13400,péage Pont de l'étoile,,FR
Diffusion tract Quartier des Phalempins,1543048200.0,1543057200.0,True,Place des Phalempins,59200,Métro Phalempins,,FR
participation à une manifestation des gilets jaunes,1543050000.0,1543064400.0,True,rond pointGéant Casino,15000,Carrefour de l'Europe,,FR
"Distribution de tracts ""Stop Macron""",1543044600.0,1543055400.0,True,Marché couvert hebdomadaire,15000,place de l'hötel de ville,,FR
DIFFUSION TRACTS,1542992400.0,1542996000.0,True,Sortie métro Olympiades,75013,84 rue nationale,,FR
soutien action gilets jaunes,1542952800.0,1542999600.0,True,Péage pont de l'étoile,13400,Gilet Jaune - péage pont de l'étoile 13,,FR
tractage au marché Réunion,1543138200.0,1543143600.0,True,Rue Vitruve,75020,"2, rue vitruve",,FR
Tractage au marché Alexandre Dumas,1543051800.0,1543057200.0,True,Métro Alexandre Dumas,75020,"1, rue de Bagnolet",,FR
"Appel à soutenir le rassemblement des ""gilets jaunes""",1543050000.0,1543057200.0,True,Quai d'Aiguillon,22300,Quai d'Aiguillon,22300,FR
Boitage de tract sur l'atelier des lois du 24 Novembre 2018 sur le thème du Bio pour tous Bio partout,1542915000.0,1542918600.0,True,Nemours,77140,Centre Ville,,FR
Comité d'appui : préparation des actions de Décembre,1543254300.0,1543258800.0,True,local des Insoumis,18000,12 boulevard de la République,,FR
Tractage de soutien aux gilets jaunes !,1543053600.0,1543060800.0,True,A proximité du Centre Commercial Villejuif V7,94800,67 avenue de Stalingrad,,FR
Suite au comité d'appui,1543255200.0,1543262400.0,True,Chez des inousmis,93300,rue du Moutier,,FR
Ecoute collective Convention + Préparation de la caravane Insoumise,1544274000.0,1544284800.0,False,chez Philippe,46000,24 rue Arthur Rimbaud,,FR
Boitage de tracts dans sur le secteur de la Ferme,1542963600.0,1542974400.0,True,203 ave Jean Jaures,93000,appt 76,,FR
Soutien aux gilets jaunes,1543042800.0,1543057200.0,True,Local des Insoumis,18000,12 boulevard de la République,,FR
Soutien aux gilets jaunes,1543042800.0,1543078800.0,True,Ronds points,38150,Agglomération de Roussillon,,FR
Réunion-Apéro du GA Belleville l'insoumise,1543255200.0,1543259700.0,True,Café Le Métro,75020,37 bd de Belleville,,FR
Distribution de tracts France insoumise,1543075200.0,1543082400.0,True,Place de la République,57000,1 rue Serpenoise,57000,FR
Réunion du groupe d'action de Torcy,1543518000.0,1543528800.0,True,Salle Julie Daubié,77200,Place de l'église,,FR
Présentation à la presse du comité d'appui de Vannes pour les élections européennes,1543510800.0,1543518000.0,True,Palais des Arts et de la Culture,56000,Parvis des droits de l'homme,,FR
collage d'affiche,1543003200.0,1543014000.0,True,marché de Drancy,93700,rue Jean Jaurès,,FR
"Soutien aux "" gilets jaunes """,1543051800.0,1543059000.0,True,rond point de l'autoroute,06400,place de la victoire,06400,FR
Réunion publique avec Danielle Obono,1543601700.0,1543615200.0,False,Maison de quartier de St André d'Ornay,85000,20 chemin guy bourrieau,,FR
Préparons nous pour les Européennes,1543858200.0,1543870800.0,True,chez Reynald,10300,123 Avenue Galliéni,(au fond de la cour),FR
Tractages et contacts avec la population.,1542960000.0,1542967200.0,True,École Albert Camus,84100,Quartier Fourchevieilles,,FR
"WE ""Culture et Europe""",1543597200.0,1543777200.0,True,Galerie 3013,13002,58 rue de la République,,FR
Marche pour le Climat,1544261400.0,1544266800.0,True,Devant la Préfecture,53000,place Jean Moulin,,FR
Retrouvailles Bobolaise,1542895200.0,1542898800.0,True,Villa Rose,,Koko,,BF
Distribution tracts,1543050000.0,1543057200.0,True,Devant centre commercial Pont Marais,50110,rue de la Fonderie,Tourlaville,FR
Tractage inscription sur les listes électorales,1543140000.0,1543145400.0,True,Métro Gambetta,59000,Square Denis Cacheux,,FR
P'tit kawa pour l'avenir de Vidauban !,1543330800.0,1543338000.0,True,Au petit kawa',83550,8 Place Georges Clemenceau,83550,FR
Réunion de groupe,1543516200.0,1543527000.0,True,La Mousse,29870,12 pl Gén Leclerc,,FR
Conférence de Presse des candidat•e•s aux élections européennes à Pornichet avec Jim Delémont,1543055400.0,1543059000.0,True,Café Public House,44380,144 avenue du Général de Gaulle,,FR
Soutien à l'intersyndicale s'opposant à la fermeture de la maternité,1543050000.0,1543057200.0,True,Hôpital Saint Morand,68130,23 rue du 3ème Zouave,,FR
Diffusion de tracts à l'occasion du match Le Havre - Auxerre,1543599900.0,1543604400.0,True,Stade Océane,76600,rue du Docteur Lamaze,76600,FR
"Ciné-débat autour du film documentaire ""Libre""",1543865400.0,1543874400.0,True,Imagin'Cinéma,81600,3 place Rives Thomas,81600,FR
laicité : RASSEMBLEMENT DEFENSE LOI 1905,1544200200.0,1544205600.0,True,devant la préfecture,53000,place Jean Moulin,,FR
Apéro-rencontre Jeunes Insoumis.es rennais.es,1544034600.0,1544042700.0,True,L'Amaryllis,35000,12 Carrefour Jouaus,,FR
"Sabine Rubin, députée FI viendra soutenir les salariés de Coromant à Fondettes en grève pour le maintien de l'emploi sur le site.",1543480200.0,1543487400.0,True,Usine Coromant,37230,Route de la Membrolle,37230,FR
Réunion du groupe d'appui Fondettes/Luynes/Saint-Etienne-de-Chigny,1543518000.0,1543527000.0,False,Fondettes,37230,Fondettes,,FR
Réunion de groupe,1543654800.0,1543662000.0,True,domicile,62440,1 rue de luxeuil,,FR
Tractage Carrefour Pissevin,1543050000.0,1543057200.0,True,Carrefour Pissevin,30000,Galerie des Sants,Avenue des Arts,FR
"Soutien aux gilets jaunes - Macron, rends l'ISF d'abord !",1543051800.0,1543073400.0,True,Rond-Point des Vaches,76800,Rond-Point des Vaches,,FR
Diffusion de tracts - marché place Saint-Marc,1543138200.0,1543145400.0,True,Place Saint-Marc,76000,Place Saint-Marc,,FR
Soutien aux Gilets Jaunes,1543053600.0,1543161600.0,True,Yvetot,76190,Rocade Sud Rond Point Leclerc,,FR
Manif des gilets jaunes,1543042800.0,1543086000.0,True,Mairie,64300,Place d'Armes,64300,FR
Repas de fin d'année de la France Insoumise,1545328800.0,1545343200.0,True,"Restaurant ""Le relais""",59155,139 Rue du Faubourg d'Arras,,FR
On n’est plus des moutons,1543014000.0,1543100400.0,True,Nassandres,27550,rue joliot curie,,FR
"MARCHE SOLIDAIRE ""LM LA RELEVE""",1543122000.0,1543136400.0,True,Quartier Les Mangles,97131,Ecole Primaire Les Mangles,,GP
REUNION CITOYENNE,1543071600.0,1543082400.0,True,Quartier Bas-Carrère,97170,Lieu dit Bas-Carrère,,GP
PROPAGANDE ELECTORALE / PORT-A-PORTE à GRAND-BOURG DE MARIE-GALANTE,1545379200.0,1545404400.0,True,Grand-Bourg de Marie-Galante,97112,Centre Ville,,FR
Déjeuner de travail convivial,1543487400.0,1543501800.0,True,"Restaurant ""Léwoz Kafé""",97110,Port de pêche de Lauricisque,Rue Arsene Marsille,GP
Manifestation du 24/11 à Paris,1543050000.0,1543078800.0,True,Garde cambrai,59540,gare de cambrai,,FR
Tractage Marché,1543064400.0,1543071600.0,True,laon,02000,place du 8 mai 1945,,FR
"MANIFESTATION  ""NOUS TOUTES"" CONTRE LES VIOLENCES SEXISTES ET SEXUELLES",1543064400.0,1543075200.0,True,PLACE DE L' OPERA,75008,PLACE DE L'OPERA  VERS REPUBLIQUE,,FR
Réunion des comités d'appui du 36,1544878800.0,1544893200.0,True,SALLE ROGER DION. ESPACE CULTURELLE JEAN RACINE,36000,rue de la république,,FR
Rassemblement contre la privatisation du barrage de Vouglans,1543154400.0,1543158000.0,True,Barrage de vouglans,39270,Barrage,Vouglans,FR
Atelier programme #2 : Pour des transports écologiques et accessibles,1543651200.0,1543662000.0,True,L'Arsenal,25000,5 Place St Jacques,,FR
"soutien ""gilets jaunes""",1543014000.0,1543014000.0,True,rond point,40220,avenue du 1er mai,40220,FR
Soutien GJ + collage affiches Saint-Avé,1543060800.0,1543078800.0,True,Bar de la gare de Vannes,56000,Gare de Vannes,Le RDV préfecture est avancé à 14 heures sur place,FR
participation à la manifestation des gilets jaunes,1543060800.0,1543071600.0,True,devant la Préfecture,15000,Cours Monthyon,,FR
Formation interne en vue des élections européennes,1543345200.0,1543356000.0,True,Maison des 3 Quartiers,86000,25 rue du Général Sarrail,,FR
"participation-soutien actions ""gilets jaunes"" sur Rhône et au délà",1542841200.0,1543248000.0,True,maison écologie lyon,69001,4 rue Bodin,,FR
Comment mobiliser son électorat en campagne électorale avec Mathieu Bosque,1544808600.0,1544821200.0,True,Foyer des Jeunes Travailleurs,84200,20 impasse maurice kallert,,FR
Réunion des insoumis du Bassin le 1er jeudi du mois,1544124600.0,1544133600.0,True,"Café Brasserie ""Le Staff""",12110,PL. J. Jaurès,,FR
Diffusion tract pour les élections européennes,1543050000.0,1543060800.0,True,local proche de la bibliothèque,95260,13 rue du beffroi,95260,FR
réunion du Comité d'appui (campagne des élections européennes),1545157800.0,1545165000.0,True,maison des sociétés,69600,37 rue Raspail,,FR
Réunion du Comité de Troyes et Agglo pour les élections européennes de 2019,1544635800.0,1544644800.0,True,Salle 2 de La Chapelle du Parc,10300,"33, rue du Dr Calmet",Parking accessible par la rue Jacques Brel,FR
Réunion du comité d'appui,1545157800.0,1545165000.0,False,Maison des sociétés,69600,37 rue Raspail,,FR
Porte-à-porte quartier centre ville,1543050000.0,1543057200.0,True,Quartier centre-ville,95260,rdv au 13 rue du beffroi,95260,FR
Soutien aux gilets jaunes et Stop aux violences sexuelles,1543046400.0,1543082400.0,True,place de la Nation,75011,Place de la Nation,,FR
Soutien à l'appel des coquelicots,1544202000.0,1544207400.0,True,Place du chateau à Jonzac,17500,place du chateau,,FR
"Réunion du GA ""FI Saint Martin du Var""",1543329000.0,1543336200.0,True,A mon domicile,06670,24 Place Alexis Maiffredi,06670,FR
S'inscrire sur les listes électorales,1543359600.0,1543446000.0,True,"Lycée Le Dantec ( lycée privé, IUT, EnSSAT)",22300,rue des Cordiers,,FR
Réunion du GA6ème,1542909600.0,1542916800.0,True,avenue de Saxe,69006,15 av de Saxe,,FR
Boycott des conseils municipaux en réponse au gouvernement sur sa politique  par Bobigny Insoumise,1542841200.0,1546210800.0,True,Boycott des conseils municipaux de France,93000,203 ave Jean Jaures,,FR
Réunion du GA de L'Union et ses environs,1543431600.0,1543440600.0,True,Salle Convivialité de la Belle Hôtesse,31240,2bis rue de l'autan blanc,,FR
soutien aux gilets jaunes,1542841200.0,1543014000.0,True,rond point,42130,rue de Lyon,,FR
Collage d'affiche,1543671000.0,1543680000.0,True,Rendez vous chez Agnès pour distribution matériel,51000,...,51000,FR
"Distribution de tracts ""inscriptions sur les listes électorales"" à destination des lycéens et étudiants de Lannion",1543489200.0,1543579200.0,True,"Lycée Le Dantec, IUT, EnSSAT",22300,Rue des Cordiers,,FR
Soutien aux gilets jaunes toulonnais,1543041900.0,1543096800.0,True,Parking Leroy Merlin a la Valette,83160,Rue des Commandos d'Afrique,,FR
"Soutien à la  ""Marche contre les violences sexistes et sexuelles""",1543064400.0,1543071600.0,True,Place de la Madeleine,75008,A l'angle de la rue Duphot et du Bd de la Madeleine,,FR
Participation à distance de la convention FI,1544274000.0,1544360400.0,True,Domicile,62200,44 rue de Folkestone,,FR
"1 an de Macron, çà suffit !  Construisons l'opposition populaire !",1544866200.0,1544871600.0,True,"face à la librairie "" le cheval dans l'arbre """,66400,boulevard Joffre,,FR
Réunion création du nouveau groupe d'action,1543429800.0,1543435200.0,True,Gorriak,64100,40 rue Bourgneuf,,FR
Gilet jaune virtuel,1542841200.0,1543100400.0,True,AGORAVOX,69004,lyon,,FR
"Marche gilets jaunes, gare / Coin Dulac/Marché",1542958200.0,1542970800.0,True,devant la gare de Carmaux,81400,la gare,,FR
Projection du film de Gilles Perret L'Insoumis,1547749800.0,1547760600.0,True,Espace communal du Rocher,21160,rue du Rocher,,FR
"filtrage, péage gratuit au côté des gilets jaunes",1542841200.0,1542841200.0,True,péage Pont de l'étoile,13360,rond point du pont de l'étoile,,FR
Conférence de Presse des candidat•e•s aux élections européennes à Dinard avec Elisabeth Chavanne et Serge Buchet,1543056300.0,1543059000.0,True,Parking du barrage de la Rance,35800,Gare maritime du barrage de la Rance,,FR
"Débat à propos du ""Linky"" avec la France Insoumise",1543426200.0,1543435200.0,True,Le Lapin Rouge,22200,"52 Rue du Maréchal Foch,",,FR
Point d'inscription sur les listes électorales,1543662000.0,1543680000.0,True,Place à l'angle de la rue caplat,75018,Rue caplat,75018,FR
Diffusion de tract,1543302900.0,1543305600.0,True,Station de métro Ourcq ligne 5,75019,146 avenue Jean Jaurès,,FR
Diffusion de tract,1543140000.0,1543143600.0,True,Marché Porte de Pantin,75019,Sauf intempérie,Avenue Jean Jauès,FR
Porte à porte,1543339800.0,1543339800.0,True,Contacter directement Antoine,75019,Boulevard Sérurier,,FR
Diffusion de tract,1543053600.0,1543057200.0,True,Marché de la Porte Brunet,75019,Avenue de la Porte Brunet,,FR
Départ groupé des Gilets Jaunes,1543045500.0,1543046400.0,True,Gare de Sartrouville,78500,Place de la gare,,FR
Samedi Jaune Morcenx et son canton,1543046400.0,1543078800.0,True,Rond point FINSA et rond point Super U,40110,Route de mont de marsan,Avenue gaston Nelson,FR
Rassemblement de soutien à la Marche pour le Climat,1544274000.0,1544292000.0,True,Kiosque du parc de la Pépinière,05000,8 Avenue Maréchal Foch,,FR
Filtrage avec les  gilets jaunes,1542841200.0,1543532400.0,True,Rond point Croix de Mille,81190,Rond point Croix de Mille,81190,FR
"Lancement des Docks Insoumis, groupe d'action local de la France Insoumise",1544032800.0,1544040000.0,True,Bar Restaurant Gemini,93400,21 Rue de la Clef des champs,,FR
Soutenous le mouvement des gilets jaunes !,1542841200.0,1543100400.0,True,Calais et environs,62100,Calais,,FR
Porte à porte et boîtage quartiers Flocon et Blanche-Porte,1542805200.0,1542816000.0,True,Quartier du Flocon,59200,1 rue du Flocon,,FR
"Soirée débat - Éducation nationale, casse en cours",1543516200.0,1543525200.0,True,Salle d'animation de Nogaro,32110,Place des Arènes,,FR
Dans le cadre de la campagne pour les élections europeenne porte à porte quartier des Cotterets à Fougères,1543618800.0,1543618800.0,True,quartiers des Cotterets,35300,av de Normandie,,FR
