name,start_time,end_time,published,location_name,location_zip,location_address1,location_address2,location_country
Réunion d'organisation du groupe d'appui Place Publique,1542996000.0,1543001400.0,True,Chez Florent et Rébecca,04110,Les Granons,,FR
Réunion mensuelle,1543597200.0,1543608000.0,True,Salle polyvalente la Verrerie,06150,rue de la verrerie,06400,FR
Soirée insoumise,1544036400.0,1544045400.0,False,à la maison,38260,511 chemin du Pavé,,FR
""" RENDS L'ISF D'ABORD- JE ROULE;PAS LE CHOIX,MACRON LACHE-MOI"". Rassemblement avec nos amis les gilets jaunes puis ""DEPART COLLECTIF"" DE LA GARE DE MONTIGNY/BEAUCHAMP pour monter sur PANAME. Ce sera notre modeste contribution à la lutte en cours. A SAMEDI",1543046400.0,1543053600.0,True,MAGASIN INTERIOR'S,95370,42 BLD VICTOR BORDIER,,FR
"""RENDS L'ISF D'ABORD- JE ROULE ;PAS LE CHOIX, MACRON LACHE -MOI"". Rassemblement avec nos amis les gilets jaunes puis ""DEPART COLLECTIF""de la gare de MONTIGNY/BEAUCHAMP pour monter sur PARIS",1543046400.0,1543053600.0,True,MAGASIN INTERIOR'S,95370,42 BLD VICTOR BORDIER,,FR
Collage fac de lettres et boulevard Scarpone,1542830400.0,1542839400.0,True,Campus Lettres et Sciences Humaines,54000,23 boulevard Albert 1er,,FR
Non à la privatisation de nos barrages !,1543138200.0,1543145400.0,True,Barrage de La Roche,86150,LA ROCHE,,FR
RENCONTRE INSOUMISE,1543863600.0,1543870800.0,True,CHEZ MOI,95630,20 RUE DES MOINES,,FR
Réunion pour les Européennes,1542999600.0,1543006800.0,True,Réunion pour les Européennes,35400,bAR D ICI ET D AILLEURS,,FR
Elaboration du programme pour les élections municipales de 2020 (en  lien avec la convention FI à Bordeaux début décembre).,1543618800.0,1545346800.0,True,Domicile,62230,"33, rue de Vimy",62230,FR
Création d'un tiers lieu,1544029200.0,1544036400.0,True,Salle saintonge 1,17100,rue F. Chapsal,,FR
"L'eau, un bien commun de l'humanité en France et en Europe",1543599000.0,1543604400.0,True,Salle des fêtes,48400,place du Saguenay,,FR
Conference/Débat : Le peuple grec en souffrance,1543602600.0,1543611600.0,True,Salle Rancy,31000,10 rue jean rancy,,FR
Réunion du GA St Agne/Rangueil,1543944600.0,1543950000.0,True,Café l'Astronef,31400,3 place des Avions,,FR
Réunion GA Place d'Italie/ Accueil des nouveaux insoumis,1544119200.0,1544126400.0,True,Le Kiosque,75013,15 Boulevard Auguste Blanqui,75013,FR
Tractage marché de Laon,1543064400.0,1543071600.0,True,Laon,02000,place du 8 Mai 1945,,FR
Réunion du groupe d'action,1544860800.0,1544868000.0,True,Maison des services publiques,07100,Place de la liberté,,FR
"visionnage et échange ""La caste, comment s'en débarrasser?""",1542803400.0,1542811500.0,True,Maison citoyenne,30000,38 rue Porte de France,,FR
tractage au Pré,1543014000.0,1543014000.0,True,Marché du Pré Saint-Gervais,93310,rue Joineau,,FR
Réunion GA minime,1543428000.0,1543435200.0,True,le petit débrouillard,31200,33 rue antoine Puget,,FR
"L'eau, un bien commun de l'humanité en France et en Europe",1543669200.0,1543676400.0,True,Salle Benjamin Bardy,48000,Place du Foirail,,FR
Tractage inscription sur les listes + Européenne,1543138200.0,1543150800.0,True,"Devant le café ""Le compas"" rue montorgueil",75002,62 rue Montorgueil,,FR
réunion du GA Bastide,1542823200.0,1542830400.0,True,Bistrot Niel,33100,7 avenue Abadie,,FR
Tractage marché Saint Quentin,1543049100.0,1543052700.0,True,Marché Saint Quentin,75010,"85bis, boulevard de Magenta",,FR
Réunion de GA,1543258800.0,1543269600.0,True,Espace Lampridic,44530,14 rue des forges,,FR
campagne inscription aux listes électorales,1543136400.0,1543143600.0,True,Marché de Saint Martin de Londres,34380,Marché de Saint Martin de Londres,,FR
CARAVANE INSOUMISE D'ACCES AUX DROITS,1542880800.0,1542902400.0,True,Cité Hondelatte,40100,allée des camélias,,FR
Diffusion de tracts au marché de Chenôve,1543138200.0,1543143600.0,True,Marché de Chenôve,21300,Rue Henri Bazin,,FR
Mensuelle GA 8e,1542823200.0,1542834000.0,True,Chez moi,69008,Adresse communiquée en message privé,,FR
Réunion de Groupe d'Action Aulnay Insoumise,1542997800.0,1543006800.0,True,Chez Isabelle,93600,Rue Auguste Renoir,,FR
Pétition du comité défense  et de promotion des hopitaux de Montreuil- Robert Ballanger -Monfermeilt,1542787200.0,1542819600.0,True,Hopital Rober Ballanger,93600,Boulevard Robert Ballanger,,FR
Distribution de tracts - meeting de Melenchon,1542816000.0,1542821400.0,True,Place Maginot,54000,Place Maginot,,FR
Réunion du GA Vauban Insoumis,1543946400.0,1543950000.0,True,Café B-Routh,59000,166 Rue Colbert,,FR
Tractage métro sur les Européennes,1543503600.0,1543510800.0,True,Action sur métro : Port de Lille / Cormontaigne ( point de RDV ) / Montebello,59000,RDV métro Cormontaigne,,FR
Conférence de Presse des candidat•e•s aux élections européennes à Annecy avec Julian Augé,1542808800.0,1542816000.0,True,Comptoir du Palais,74000,1 Avenue du Parmelan,,FR
Tractage des Européennes,1542898800.0,1542906000.0,True,Catho,59000,Boulevard Vauban,,FR
"""Nous toutes"" Rassemblement contre les violences faites aux femmes.",1543064400.0,1543071600.0,True,devant la mairie d'Auxerre.,89000,14 place de l'hotel de ville,89000,FR
Rassemblement pic nic devant le barrage. Contre la privatisation des barrages.,1543143600.0,1543154400.0,True,barrage de Panneciere,45300,Barrage de Pannecière,,FR
Grandes soirées de porte-à-porte pour faire gagner Farida Amrani,1542817800.0,1542837600.0,True,QG de campagne de Farida Amrani,91080,10 allée des Champs-Elysées,,FR
Diffusion de tracts - Meeting de Melenchon,1542729600.0,1542735000.0,True,Place Maginot,54000,Place Maginot,,FR
Tractage sur le marché et contact avec la population,1542877200.0,1542882600.0,True,Marché de Saint Gaudens (sous les arcades),31800,Place Jean Jaurès,,FR
tracts et debats avec les gens pour la gratuité des transports en commun pour la metropole dijonnaise,1543138200.0,1543145400.0,True,marché de chenove,21000,chenove,,FR
Porte à porte inscription sur liste electorale,1543075200.0,1543082400.0,True,Square de la Rance,35000,"72, rue de Dinan",,FR
Collage Argelès,1542907800.0,1542913200.0,True,Argelès plage et village,66700,avenue du Tech,66700,FR
Soutien a la caravane de la plainte intinérante des faucheurs volontaires,1542702600.0,1542708000.0,True,Devant le Palais de Justice,29327,48A Quai de l'Odet,,FR
Soutien FI (avec tractage FI) de la mobilisation nationale des Infirmières,1542718800.0,1542726000.0,True,Parvis de la Préfecture de Nice et des Alpes-Maritimes,06000,Bd du Mercantour. Route de Grernoble.,,FR
Finalisation Actions semaine 48 / 49,1543136400.0,1543143600.0,True,Groupe FI Abreuvoir,93000,Marché Edouard Vaillant,,FR
"Tractage dans le cadre de l'Atelier des lois: « BIO POUR TOUS, BIO PARTOUT » du 24/11/2018 à Varennes sur Seine à 14h.",1542729600.0,1542735000.0,True,Carrefour Market,77140,Rue de Larchant,,FR
"Caravane Insoumise avec Younous Omarjee, député européen.",1542978000.0,1542988800.0,True,Centre Commercial de l'Hippodrome,51100,Quartier Croix-Rouge,,FR
"Tractage dans le cadre de l'Atelier des lois: « BIO POUR TOUS, BIO PARTOUT » du 24/11/2018 à Varennes sur Seine à 14h.",1542708000.0,1542711600.0,True,Carrefour Market,77140,Rue de Larchant,,FR
Distribution de tracts au marché de Frontignan,1543654800.0,1543662000.0,True,Marché de Frontignan,34110,Mairie de Frontignan,,FR
Réunion pour la préparation des événements à venir,1542911400.0,1542922800.0,True,Local DLV,69003,77 rue Maurice Flandin,,FR
Collage dans Paris Centre,1543345200.0,1543352400.0,True,Métro Etienne Marcel,75001,13 rue Etienne Marcel,,FR
2e réunion du comité d'appui Paris Centre,1544639400.0,1544644800.0,True,Bar Le Lafon (1er étage),75003,23 rue Réaumur,75003,FR
"Tractage dans le cadre de l'Atelier des lois: « BIO POUR TOUS, BIO PARTOUT » du 24/11/2018 à Varennes sur Seine à 14h.",1542708000.0,1542711600.0,False,Carrefour Market,77140,Rue de Larchant,,FR
Caravane Insoumise en présence du député européen Younous OMARJEE et de la candidate pour les élections Européennes Laure MANESSE.,1542978000.0,1542988800.0,True,Quartier Croix-rouge,51100,Centre commercial de l'hippodrome,51100,FR
Marché de noël - Place St Louis / Annonce Meeting JL Mélenchon,1542735000.0,1542740400.0,True,Place Saint Louis,57000,Place Saint Louis,,FR
Point fixe avec barnum - Promotion du meeting de JLM à PàM - Elections Européennes,1542704400.0,1542726000.0,True,Rue de la gare,57130,1 rue Pasteur,,FR
Réunion Croulebarbe 11.12.2018,1544553000.0,1544560200.0,True,Galerie Le Bon Petit Diable,75013,"43 Boulevard Arago,",,FR
Caravane Insoumise en présence du député européen Younous Omarjee et de la candidate aux élections européennes Laure Manesse,1542978000.0,1542988800.0,True,Centre commercial de l'Hippodrome,51100,Rue Pierre Taittinger,,FR
Réunion mensuelle FIBB,1542909600.0,1542916800.0,True,café le Saint-Charles,59000,197 rue des Bois Blancs,,FR
Campagne inscriptions sur listes électorales sur le marché,1543050000.0,1543059000.0,True,Brûlerie de la Halle,31330,"34, Rue Victor Hugo",,FR
"Solidarité Habibata,",1542646800.0,1542652200.0,True,Devant la Préfecture,29000,rue Sainte-Catherine,,FR
Caravane d'inscription sur les listes électorales,1543050000.0,1543075200.0,True,"Parvis de l'hôtel de ville - Station ""Mairie de Mons""",59370,"27, rue Robert Schuman",,FR
Service après-vote des élus régionaux de la FI,1543600800.0,1543611600.0,True,Bourse du travail d'Albi,81000,9 place Fernand Pelloutier,,FR
Distribution de tracts - Meeting JL Mélenchon le  22/11/18 à Pont-à-Mousson,1542693600.0,1542699000.0,True,Gare de Metz,57000,Place du Général-de-Gaulle,,FR
Rassemblement contre la privatisation des barrages hydroélectriques,1543064400.0,1543069800.0,False,Barrage d'Eguzon,36190,Rue des Petites Côtes,"Cuzion, Centre-Val de Loire (en bas du barrage).",FR
rencontre sur le marché,1542877200.0,1542884400.0,True,place du marché,53600,9 place du pilori,,FR
Semaine zéro déchet à Eaubonne le jeudi 22 ou le vendredi 23,1542909600.0,1542996000.0,True,Auchan Eaubonne,95600,25 Avenue Jeanne d'Arc,,FR
"Diffusion de matériel, prise de contact",1543566600.0,1543573800.0,True,Pont Vieux,26300,Pont Vieux,,FR
Tractage devant le RER A Champigny,1542904200.0,1542909600.0,True,RER A Champigny,94068,Gare RER A Ave Laffayette,,FR
Marché Brune - tractage,1543744800.0,1543750200.0,True,Marché Brune - Tractage,75014,77 boulevar Brune,,FR
"Elections Européennes, soirée de lancement du comité d'appui MEAUX AGGLO",1543433400.0,1543442400.0,True,salle RAPIN,77100,cité administrative du MONT THABOR,Place de l' Europe,FR
Réunion des GA d'Hellemmes,1542821400.0,1542830400.0,True,Permanence,59260,136 rue Roger Salengro,59260,FR
"Elections européennes, Soirée de lancement du comité d'appui Meaux AGGLO",1543433400.0,1543442400.0,True,salle RAPIN,77100,cité administrative du mont THABOR,,FR
Porte à Porte - Inscription sur les listes électorales - Quartier de La Versoie,1544025600.0,1544032800.0,True,Quartier de La Versoie,74200,3 avenue de la versoie,74200,FR
Réunion du comité d'appui Paris 14,1543345200.0,1543352400.0,True,23 bis rue du moulin de la vierge,75014,23 bis rue du moulin de la vierge,,FR
Porteur de paroles - Elections européennes - Centre de Thonon-les-Bains,1543410000.0,1543420800.0,True,Près de la Basilique Saint François de Sales,74200,65B grande rue,74200,FR
Soutien aux lanceurs d'alerte de l'OHS,1542714300.0,1542718800.0,True,Rassemblement de soutien aux lanceurs d'alerte de l'OHS,75859,Parvis du tribunal de Paris,"Avenue de la Porte de Clichy, Parvis du Tribunal, Paris 17ème",FR
"Tractage ""Inscription sur les listes électorales"" - Marché Brune",1543140000.0,1543145400.0,True,Marché Brune,75014,"77, boulevard Brune",,FR
Porte à porte -Inscription sur les listes électorales - Quartier de Collonges,1542807000.0,1542816000.0,True,quartier de Collonges,74200,21 avenue de Sénevullaz,74200,FR
Inscription listes électorales Cleunay et Saint Jacques,1544259600.0,1544266800.0,True,bar PMU Cleunay,35000,42 Rue Ferdinand de Lesseps,,FR
Diffusion de tracts sur le marché de Castelginest,1543050000.0,1543057200.0,True,Marché de Castelginest,31780,centre ville,,FR
Diffusion de tracts sur le marché de Gragnague,1542987000.0,1542992400.0,True,Marché de Gragnague,31380,place de la mairie,,FR
Diffusion de tracts sur le marché de Fronton,1542877200.0,1542884400.0,True,Marché Fronton,31620,place du 11 novembre,,FR
Diffusion de tracts - Marché Maison Blanche,1543140000.0,1543143600.0,True,Marché Maison Blanche - Devant le Théâtre La Cachette,75013,124 avenue d'Italie,,FR
Diffusion de tracts sur le marché de St Alban,1542790800.0,1542798000.0,True,Marché de St Alban,31140,rue Bernard Amiel,,FR
Reunion Comité d'appui Européennes 2019,1544729400.0,1544740200.0,True,Salle des Rocs,86000,76 boulevard des rocs,,FR
Reunion preparation d'actions,1542909600.0,1542916800.0,True,perso,60230,22 alexandre michel,,FR
"LEUROPE ET LA PALESTINE - CONFERENCE DU JOURNAL ""POLITIS""DANS LE CADRE DE LA SEMAINE DE SOLIDARITE INTERNATIONALE DE LILLE",1543080600.0,1543089600.0,True,AUBERGE DE JEUNESSE,59000,LILLE,,FR
COLLAGE DE LA SEMAINE,1542704400.0,1543057200.0,True,Panneaux d'expression Bègles,33130,65 rue Farvarque,,FR
Porte à porte inscription sur les listes électorales,1542906000.0,1542911400.0,True,Quartier du Marais,59160,"17, rue de l'Eglise",devant l'église du Marais,FR
réunion du Collectif Eau Publique du pays d'Ancenis,1542828600.0,1542837600.0,True,salle de l'Europe,44521,rue Alphonse Fouschard (au dessus de la bibliothèque),,FR
test,1542665751.0,1542752157.0,False,,,,,
Caravane d'inscriptions sur les listes électorales,1543654800.0,1543680000.0,True,Piscine / Patinoire,94120,10 Rue de la Mare À Guillaume,,FR
"Réunion action : ""Carnaval""",1542821400.0,1542826800.0,True,Local des insoumis,18000,Boulevard de la République,,FR
organisation générale: partage programme  européenne ...,1542740400.0,1542751200.0,True,appartement,93000,rue oum kalsoum,,FR
Réunion du GA des Insoumis d'Hérouville,1542736800.0,1542744000.0,False,salle polyvalente de la haute folie,14200,à côté du centre commercial de la Haute Folie,,FR
Réunion GA Butte-Poterne,1542826800.0,1542834000.0,True,Café Basilic'o,75013,17 rue Brillat Savarin,,FR
Tractage sortie métro Tourcoing Centre,1542619800.0,1542627000.0,True,Marché Tourcoing Centre,59200,1 place de la République,,FR
collage affiches,1542607200.0,1542610800.0,True,gare Laplace,94110,avenue Laplace,,FR
Rencontre régulière,1542994200.0,1543006800.0,True,Restaurant,93000,A définir,,FR
Tractage et café,1545467400.0,1545474600.0,True,Mairie de Beaumont,63110,Rue de l'Hôtel de Ville,,FR
CARAVANE INSOUMISE ROUBAIX POTENNERIE,1543064400.0,1543075200.0,True,Quartier de la potennerie,59100,Rue Ernest Renan,59100,FR
Réunion du groupe d'action des Lilas,1542652200.0,1542659400.0,True,Mairie des Lilas,93260,Rue de Paris,,FR
"L’Avenir en commun, en Europe aussi",1543345200.0,1543356000.0,True,salle LONGRAYE,50300,place du marché,,FR
Porte à porte du mardi de Saint-Maurice,1542733200.0,1542736800.0,True,Arcade de la rue Gassendi,59000,rue Laplace,59000,FR
"Collage ""C'est la faute à Macron ! """,1542718800.0,1542726000.0,True,place Martin Nadaud,75020,3 place Martin Nadaud,,FR
Diffusion de tract,1542618000.0,1543827600.0,True,Village Saint Chamas,13250,Place de la république,,FR
Réunion mensuelle,1543251600.0,1543258800.0,True,Maison de quartier,15000,72 avenue du Général Leclerc,,FR
Campagne Européenne,1543051800.0,1543059000.0,True,Carrefour market,95280,Centre commercial les Meurisiers,95280,FR
"rassemblement pour soutenir ""Nous tou.t.e.s 56""",1543064400.0,1543077000.0,True,Place Paul Bert,56100,52 rue du Port,Devant le Café du Port,FR
Porte à porte inscriptions listes électorales à Kesler,1542904200.0,1542911400.0,True,Quartier de Kesler,56600,Rue Louis Pergaud,parking de Carrefour City,FR
Soutien au personnel de l'Ehpad de Port-Louis/Riantec,1543239000.0,1543249800.0,True,Hôpital du Scorff,56100,5 Avenue Choiseul,,FR
Tractage,1542906000.0,1542909600.0,True,Gare de Sarcelles Saint-Brice,95350,Gare de Sarcelles Saint-Brice,,FR
Réunion mensuelle GA FI LAGNY THORIGNY,1545242400.0,1545249600.0,True,Endroit à déterminer,77400,Lagny sur Marne,,FR
Pot et Repas Annuel du GA LAGNY THORIGNY,1544896800.0,1544911200.0,True,A déterminer,77400,Cafés restaurants de Lagny,,FR
Réunion du comité d'appui pour les élections européennes,1544635800.0,1544648400.0,True,foyer du petit Bosquet,59650,rue du général Leclercq,,FR
Porteur de Paroles,1544882400.0,1544889600.0,True,Place de la Fontaine,77400,Avenue du Marché,,FR
Conférence Débat sur l'éthique de la gratuité,1544275800.0,1544286600.0,True,Rue de la Mairie,77420,Ancien Presbytère de  champs sur marne,,FR
Sensibilisation à l'inscription sur les les listes électorales,1544018400.0,1544025600.0,True,Point d'inscription sur les listes électorales,77400,Rue du Chemin de Fer (en Face JACADI,,FR
TRACTAGE ELECTIONS EUROPEENNES campagne d'inscription sur les listes électorales,1544882400.0,1544884980.0,True,Métro Belleville,75011,devant le café La Vielleuse,,FR
Rencontre Quartier Populaire,1543676400.0,1543683600.0,True,Quartier Résidence Rothschild,77400,3 avenue de Rothschild,,FR
Rencontre Quartier Populaire,1543071600.0,1543078800.0,True,Quartier Rotschild,77400,3 avenue de Rotschild,,FR
Exposition des peintures de Bernard BLONDET,1543140000.0,1544356800.0,True,Local des Insoumis,18000,12 boulevard de la République,,FR
tractage sur le campus pour le meeting du 22/11,1542794400.0,1542805200.0,True,Saulcy,57045,place du saulcy,,FR
Collage sur le campus pour le meeting du 22/11,1542735000.0,1542742200.0,True,saulcy,57045,place du saulcy,,FR
participation a distance a la convention,1544270400.0,1544356800.0,True,le mieunac,11190,le mieunac,,FR
"distribution de tracts ""Je roule, pas le choix....""",1542898800.0,1542906000.0,True,marché bio,56400,place Notre Dame,,FR
"Tractage atelier des lois « Bio pour tous, Bio partout »",1542535200.0,1542542400.0,True,Marché de Montereau,77210,Square Beaumarchais,,FR
Pourquoi lutter contre les formes de privatisation des barrages enclenchées par le gouvernement et les institutions européennes ?,1543510800.0,1543518000.0,True,Local France insoumise,13001,26-28 allée Léon Gambetta,,FR
SOUTIEN AU LANCEMENT DU COMITE D'APPUI DE POINTE-A-PITRE,1542528000.0,1542540600.0,True,RESTAURANT LE CASSE CROUTE TROPICAL,97139,Route du Collège du Raizet,,GP
"Collage, tractage pour la venue de JL Mélenchon",1542704400.0,1542713400.0,True,"Peltre, Verny",57245,Devant la gare,,FR
Tractage - Boîtage pour la venue de JL Mélenchon le 22/11,1542636000.0,1542646800.0,True,Marly,57150,Près de l'église,,FR
Tractage marché du plateau de Haye,1542531600.0,1542538800.0,True,Marche du plateau de Haye,54000,Rue Laurent bonnevay,,FR
Diffusion de tract,1542533400.0,1542540600.0,True,Marché du Braden,29000,Place Victor Schoelcher,,FR
Tractage Marché Central Nancy des Jeunes Nancéiens Insoumis,1542530400.0,1542537000.0,True,Marché Central Place Charles III,54000,Marché Central Place Charles III,,FR
Diffusion de tract,1542533400.0,1542540600.0,False,Marché du Braden,29000,Place Victor Schoelcher,,FR
Réunion Groupe d'action Masséna Jeanne d'Arc CQ7,1542909600.0,1542916800.0,True,café Le Pacha,75013,46 rue de Tolbiac,,FR
STAND  LISTE ELECTORALE,1544259600.0,1546945200.0,True,MÉTRO REFORMES,13001,1 COURS JOSEPH THIERRY,,FR
SORTIE PREPA LYCÉE THIERS  STAND LISTE ELECTORALE,1542969900.0,1542974400.0,True,LYCÉE THIERS,13001,1 PLACE CARLI,,FR
STAND ELECTIONS EUROPENNES,1542790800.0,1542798000.0,True,METRO NOTRE DAME DU MONT,13001,89 Cours JULIEN,,FR
Participation à distance à la Convention de Bordeaux,1544346000.0,1544356800.0,True,Chez Cathy,95680,3 rue de la Norée,,FR
Réunion GA FI Pyrénées 20 Nov 18,1542738600.0,1542745800.0,True,Bistrot des Buttes Chaumont,75019,38 avenue Simon Bolivar,,FR
"l'écologie, pas les lobbies - colère des gilets jaunes",1542546000.0,1542553200.0,True,parking zénith,21000,Dijon,21000,FR
"Distribution de tract pour annoncer l'action contre la privatisation des barrages du 24 novembre, à Luzech",1542787200.0,1542798000.0,True,Place du marché,46140,Place du canal,,FR
les européennes avec Anne-Sophie Pelletier,1543341600.0,1543352400.0,True,salle Schuman,21000,Talant,21000,FR
groupes d'action Cote d'Or,1542560400.0,1542574800.0,True,Malain,21000,Malain,,FR
ecoute collective participante à la convention 8-9.12,1544266800.0,1544358660.0,True,en groupe,18000,23 bis boulevard jean mermoz,,FR
Conférence / débat sur les retraites,1543428000.0,1543435200.0,True,"Perpignan, salle des Libertés",66000,3 rue Edmond Bartissol,66000,FR
Création,1544212800.0,1544216400.0,False,Fronton de mairie,94200,Place de la mairie,,FR
Réunion de lancement,1544205600.0,1544216400.0,True,Ivry,94200,Place de la mairie,,FR
Distribution de tracts pour l'action contre la privatisation des barrages à Luzech,1542960000.0,1542970800.0,True,Place du marché,46220,5 boulevard de la paix,,FR
Diffusion tracts métro Pyrénées,1542907800.0,1542913200.0,True,Sortie Métro Pyrénées,75019,2 Avenue Simon Bolivar,,FR
Reunion sur les textes préliminaires Européennes et Municipales FI,1543600800.0,1543615200.0,True,A determiner,84210,a determiner,,FR
suivre les travaux de La France insoumise Séance de clôture de la Convention (sur internet),1544266800.0,1544288400.0,True,domicile,66100,58 rue Alexandre Ansaldi,RcG,FR
RENFORCEMENT DE LA TROUPE DE B-TERRE,1542463200.0,1542474000.0,True,Domicile de l'animatrice de Groupe,97100,"802, Résidence ""La Belle Créole""",Circonvalation,FR
Préparation des européennes,1542819600.0,1542830400.0,True,chez Régine,59660,"122 Ancien Chemin d'Hazebrouck,",,FR
Action en soutien à la mobilisation des gilets jaunes,1543064400.0,1543075200.0,True,Rond-points de part et d'autre de la place du marché,46140,Place du canal,,FR
Soutien signature pétition FO Assistantes Maternelles,1542531600.0,1542538800.0,True,place de la République,56000,Place de la République,,FR
Réunion militante sur les élections européennes et municipales,1542908700.0,1542922200.0,True,Salle La Communale,34160,2 Rue des Écoles,,FR
Distribution tracts - Meeting JL Mélenchon à Pont-à-Mousson le 22/11/18,1542607200.0,1542612600.0,True,Gare,57000,Place du Général-de-Gaulle,,FR
réunion du groupe ouverte à tous,1542736800.0,1542744000.0,True,salle polyvalente,14200,haute folie(à côté du centre commercial de la haute folie,,FR
"Rencontres nationales des quartiers populaires - rendez-vous pour aller le 18 novembre de 10h à 19h à l'espace Lumière, 6 avenue de Lattre de Tassigny à Epinay sur Seine (93)",1542528000.0,1542529800.0,True,place Martin Nadaud - devant l'arrêt du 61,75020,3 place Martin Nadaud,,FR
"boycott des banques, évasion fiscale",1544018400.0,1544022000.0,True,le bar le brivot,18000,142 avenue de saint amand,,FR
les insoumis participent au festival solidaire et alimenterre,1542495600.0,1543532400.0,True,point de départ,18000,2 rond point guynemer,,FR
Tractage,1542528000.0,1542538800.0,True,Woippy,57140,route de thionville,,FR
Appel à voter !,1542546000.0,1542556800.0,True,place de la visitation,83000,place de la visitation,,FR
réunion régulière,1542823200.0,1542830400.0,True,salle Jean Moulin,14500,rue de l'Industrie,,FR
Soutien des Insoumis rémois au mouvement social des Gilets jaunes,1542459600.0,1542474000.0,True,"Fontaine de la solidarité, place d'Erlon  (reims)",51100,Place d'Erlon .Fontaine de la solidarité,,FR
DIFFUSION DU TRACT  JE ROULE PAS LE CHOIX MACRON LÂCHE MOI,1542450600.0,1542456000.0,True,MARCHE BLD LA VILLETTE / SAMBRE ET MEUSE,75010,CROISEMENT BLD LA VILLETTE ET  RUE SAMBRE ET MEUSE,ENTREE MARCHE  EN VENANT DE COLONEL FABIEN,FR
"Tractage dans le cadre de l'Atelier des lois: « BIO POUR TOUS, BIO PARTOUT » du 24/11/2018 à Varennes sur Seine à 14h.",1542643200.0,1542648600.0,True,Naturalia Fontainebleau,77300,"23,Rue grande",(Accès par la ruelle Saint Claude),FR
Réunion du comité d'appui pour  les européennes,1544722200.0,1544727600.0,True,Salle Albouy,30120,quartier des Arènes,30120,FR
Réunion-Apéro du GA Babelville-11è,1542996000.0,1542999600.0,True,Café Le Métro,75011,37 bd de Belleville,,FR
Commande de matériel,1542394800.0,1542398400.0,True,Chez Agnès,51000,...,51000,FR
"Porteur de Paroles, thème ""L'essence de notre vie""",1542468600.0,1542475800.0,True,Marché St Jean,36000,rue eugène delacroix,,FR
Diffusion de tracts,1542445200.0,1542452400.0,True,Sous le beffroi,62000,Place des Héros,,FR
"Réunion mensuelle  : revue de presse nationale et internationale puis thème de la soirée, les migrants et les migrations",1544209200.0,1544216400.0,True,Mairie de Jonzac - Salle 3,17500,rue du Château,,FR
"Tractage pour l’atelier des lois « Bio pour tous, Bio partout »",1542384900.0,1542391200.0,True,Carrefour Market Avon,77210,36 avenue Franklin Roosevelt,,FR
Lancement campagne des européennes 1,1542819600.0,1542830400.0,True,Salle des  fêtes,66150,rue du 14 juillet,,FR
Départ en  commun pour les Rencontres Nationales des quartiers populaires,1542531600.0,1542564000.0,True,Espace lumière,93800,6 Avenue de Lattre de Tassigny,,FR
Départ commun pour les Rencontres Nationales des quartiers populaires,1542531600.0,1542564000.0,True,Epinay sur seine,93800,6 Avenue de Lattre de Tassigny,,FR
"Tractage ""Je roule, pas le choix""",1542461400.0,1542474000.0,True,Rendez-vous Aire de Covoiturage Hennebont,56700,6 Allée de Villeneuve Parco,,FR
Réunion de rentrée,1542650400.0,1542657600.0,True,Chez Agnès,51000,....,51000,FR
WE inscription sur les listes electorales,1543654800.0,1543773600.0,False,cité populaire,93500,cité des courtillères,cité des auteurs,FR
Table d'inscription sur les listes électorales au marché de la Paillade,1542445200.0,1542452400.0,True,Marché de la Paillade,34080,Halles de la Paillade,,FR
Rassemblement d'opposition à la privatisation des barrages,1543064400.0,1543078800.0,False,Savines-le-Lac,05160,Avenue de la Combe d'Or,,FR
Petit tractage du dimanche,1542535200.0,1542538800.0,True,Marché Jeanne d’Arc,75013,16-20 place Jeanne d’Arc,,FR
On discute,1542736800.0,1542747600.0,True,Café de la mairie,94510,12 avenue du maréchal Mortier,,FR
"Caravane Santé, Quartier Lemasson",1543042800.0,1543064400.0,True,Marché du Parc Tastavin,34070,Boulevard Pédro de Luna,,FR
Départ commun pour les Rencontres Nationales des quartiers populaires,1542531600.0,1542564000.0,True,Espace lumière,93800,6 Avenue de Lattre de Tassigny,,FR
Réunion de rentrée du groupe,1542650400.0,1542657600.0,True,Chez Agnès,51000,....,51000,FR
départ manif Gilets Jaunes,1542447000.0,1542447300.0,True,porte d'italie devant le café Le Liberté,75013,192 avenue d'Italie,,FR
Réunion mensuelle du GA Nord centre Le Mans,1542915000.0,1542922200.0,True,Salle Charles Trenet - Maison de quartier,72000,"67, rue Alfred-de Vigny",,FR
NON A LA PRIVATISATION DES BARRAGES,1543053600.0,1543064400.0,True,Barrage de Grangent,42170,barrage de Grangent,,FR
"Réunion ""Comité d'appui"" pour les élections Européennes",1544635800.0,1544641200.0,True,Salle 2 de la Chapelle du Parc,10300,"33, rue du Dr Calmet",(Attention! Parking accessible par la rue Jacques Brel),FR
Diffusion de tract contre la privatisation des barrages - appel à l'action sur le barrage de Luzech,1543050000.0,1543057200.0,True,marché de Cahors,46000,place Chapou,,FR
"LE PARLER MACRONIEN, L'ANTIDOTE",1543255200.0,1543266000.0,True,SALLE LA TRAMONTANE,66380,rue de la Tramontane,,FR
Rassemblement départemental contre la privatisation des barrages hydroélectriques,1543064400.0,1543071600.0,True,Barrage de Tuilières,24150,Espace EDF,,FR
